"id"|"name"|"pictogram_url"|"pictogram_url_dark"|"DataCollectionDate"
"HOC"|"Hockey"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"JUD"|"Judo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"OWS"|"Marathon Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"MPN"|"Modern Pentathlon"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"GRY"|"Rhythmic Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"ROW"|"Rowing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"RU7"|"Rugby Sevens"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"SAL"|"Sailing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"SHO"|"Shooting"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"SKB"|"Skateboarding"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"CLB"|"Sport Climbing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"SRF"|"Surfing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"SWM"|"Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"TTE"|"Table Tennis"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"TKW"|"Taekwondo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"TEN"|"Tennis"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"GTR"|"Trampoline Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"TRI"|"Triathlon"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"VVO"|"Volleyball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"WPO"|"Water Polo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"WLF"|"Weightlifting"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"WRE"|"Wrestling"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"BK3"|"3x3 Basketball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"ARC"|"Archery"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ARC.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ARC-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"GAR"|"Artistic Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GAR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GAR-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"SWA"|"Artistic Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWA.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWA-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"ATH"|"Athletics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ATH.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ATH-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"BDM"|"Badminton"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BDM.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BDM-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"BKB"|"Basketball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKB-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"VBV"|"Beach Volleyball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VBV.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VBV-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"BOX"|"Boxing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BOX.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BOX-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"BKG"|"Breaking"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKG.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKG-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"CSL"|"Canoe Slalom"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSL-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"CSP"|"Canoe Sprint"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSP.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSP-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"BMF"|"Cycling BMX Freestyle"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"BMX"|"Cycling BMX Racing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"MTB"|"Cycling Mountain Bike"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"CRD"|"Cycling Road"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"CTR"|"Cycling Track"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"DIV"|"Diving"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"EQU"|"Equestrian"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"FEN"|"Fencing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"FBL"|"Football"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"GLF"|"Golf"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"HBL"|"Handball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"HOC"|"Hockey"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"JUD"|"Judo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"OWS"|"Marathon Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"MPN"|"Modern Pentathlon"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"GRY"|"Rhythmic Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"ROW"|"Rowing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"RU7"|"Rugby Sevens"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"SAL"|"Sailing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"SHO"|"Shooting"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"SKB"|"Skateboarding"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"CLB"|"Sport Climbing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"SRF"|"Surfing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"SWM"|"Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"TTE"|"Table Tennis"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"TKW"|"Taekwondo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"TEN"|"Tennis"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"GTR"|"Trampoline Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"TRI"|"Triathlon"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"VVO"|"Volleyball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"WPO"|"Water Polo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"WLF"|"Weightlifting"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"WRE"|"Wrestling"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE-dark.avif"|"2024-08-06T12:35:37.4334271Z"
"BK3"|"3x3 Basketball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"ARC"|"Archery"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ARC.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ARC-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"GAR"|"Artistic Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GAR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GAR-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"SWA"|"Artistic Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWA.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWA-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"ATH"|"Athletics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ATH.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ATH-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"BDM"|"Badminton"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BDM.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BDM-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"BKB"|"Basketball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKB-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"VBV"|"Beach Volleyball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VBV.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VBV-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"BOX"|"Boxing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BOX.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BOX-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"BKG"|"Breaking"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKG.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKG-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"CSL"|"Canoe Slalom"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSL-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"CSP"|"Canoe Sprint"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSP.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSP-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"BMF"|"Cycling BMX Freestyle"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"BMX"|"Cycling BMX Racing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"MTB"|"Cycling Mountain Bike"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"CRD"|"Cycling Road"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"CTR"|"Cycling Track"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"DIV"|"Diving"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"EQU"|"Equestrian"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"FEN"|"Fencing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"FBL"|"Football"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"GLF"|"Golf"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"HBL"|"Handball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"HOC"|"Hockey"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"JUD"|"Judo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"OWS"|"Marathon Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"MPN"|"Modern Pentathlon"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"GRY"|"Rhythmic Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"ROW"|"Rowing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"RU7"|"Rugby Sevens"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"SAL"|"Sailing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"SHO"|"Shooting"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"SKB"|"Skateboarding"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"CLB"|"Sport Climbing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"SRF"|"Surfing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"SWM"|"Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"TTE"|"Table Tennis"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"TKW"|"Taekwondo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"TEN"|"Tennis"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"GTR"|"Trampoline Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"TRI"|"Triathlon"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"VVO"|"Volleyball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"WPO"|"Water Polo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"WLF"|"Weightlifting"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"WRE"|"Wrestling"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE-dark.avif"|"2024-08-06T22:18:11.0120272Z"
"BK3"|"3x3 Basketball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3-dark.avif"|"2024-08-07T22:33:12.5327764Z"
