"id"|"name"|"continent"|"flag_url"|"gold_medals"|"silver_medals"|"bronze_medals"|"total_medals"|"rank"|"rank_total_medals"|"DataCollectionDate"
"CRO"|"Croácia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CRO.png"|"2"|"1"|"1"|"4"|"18"|"24"|"2024-08-04T21:21:00.0935320Z"
"BEL"|"Bélgica"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BEL.png"|"2"|"0"|"3"|"5"|"19"|"22"|"2024-08-04T21:21:00.0935320Z"
"HKG"|"Hong Kong, China"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/HKG.png"|"2"|"0"|"2"|"4"|"20"|"24"|"2024-08-04T21:21:00.0935320Z"
"AZE"|"Azerbaijão"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AZE.png"|"2"|"0"|"0"|"2"|"21"|"37"|"2024-08-04T21:21:00.0935320Z"
"PHI"|"Filipinas"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PHI.png"|"2"|"0"|"0"|"2"|"21"|"37"|"2024-08-04T21:21:00.0935320Z"
"SRB"|"Sérvia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SRB.png"|"2"|"0"|"0"|"2"|"21"|"37"|"2024-08-04T21:21:00.0935320Z"
"BRA"|"Brasil"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BRA.png"|"1"|"4"|"5"|"10"|"24"|"12"|"2024-08-04T21:21:00.0935320Z"
"ISR"|"Israel"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ISR.png"|"1"|"4"|"1"|"6"|"25"|"18"|"2024-08-04T21:21:00.0935320Z"
"ESP"|"Espanha"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ESP.png"|"1"|"2"|"5"|"8"|"26"|"13"|"2024-08-04T21:21:00.0935320Z"
"GEO"|"Geórgia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GEO.png"|"1"|"2"|"1"|"4"|"27"|"24"|"2024-08-04T21:21:00.0935320Z"
"SUI"|"Suíça"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SUI.png"|"1"|"1"|"4"|"6"|"28"|"18"|"2024-08-04T21:21:00.0935320Z"
"RSA"|"África do Sul"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/RSA.png"|"1"|"1"|"2"|"4"|"29"|"24"|"2024-08-04T21:21:00.0935320Z"
"KAZ"|"Cazaquistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KAZ.png"|"1"|"1"|"2"|"4"|"29"|"24"|"2024-08-04T21:21:00.0935320Z"
"TPE"|"Chinese Taipei"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TPE.png"|"1"|"0"|"2"|"3"|"31"|"30"|"2024-08-04T21:21:00.0935320Z"
"UZB"|"Uzbequistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/UZB.png"|"1"|"0"|"2"|"3"|"31"|"30"|"2024-08-04T21:21:00.0935320Z"
"GUA"|"Guatemala"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GUA.png"|"1"|"0"|"1"|"2"|"33"|"37"|"2024-08-04T21:21:00.0935320Z"
"CZE"|"Tchéquia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CZE.png"|"1"|"0"|"1"|"2"|"33"|"37"|"2024-08-04T21:21:00.0935320Z"
"ALG"|"Argélia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ALG.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T21:21:00.0935320Z"
"ARG"|"Argentina"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ARG.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T21:21:00.0935320Z"
"CHI"|"Chile"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CHI.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T21:21:00.0935320Z"
"DMA"|"Dominica"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DMA.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T21:21:00.0935320Z"
"ECU"|"Equador"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ECU.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T21:21:00.0935320Z"
"SLO"|"Eslovênia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SLO.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T21:21:00.0935320Z"
"NOR"|"Noruega"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NOR.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T21:21:00.0935320Z"
"LCA"|"Santa Lúcia"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LCA.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T21:21:00.0935320Z"
"UGA"|"Uganda"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/UGA.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T21:21:00.0935320Z"
"JAM"|"Jamaica"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/JAM.png"|"0"|"2"|"1"|"3"|"44"|"30"|"2024-08-04T21:21:00.0935320Z"
"MEX"|"México"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MEX.png"|"0"|"2"|"1"|"3"|"44"|"30"|"2024-08-04T21:21:00.0935320Z"
"PRK"|"RPD da Coréia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PRK.png"|"0"|"2"|"1"|"3"|"44"|"30"|"2024-08-04T21:21:00.0935320Z"
"GRE"|"Grécia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GRE.png"|"0"|"1"|"4"|"5"|"47"|"22"|"2024-08-04T21:21:00.0935320Z"
"POL"|"Polônia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/POL.png"|"0"|"1"|"3"|"4"|"48"|"24"|"2024-08-04T21:21:00.0935320Z"
"KOS"|"Kosovo"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KOS.png"|"0"|"1"|"1"|"2"|"49"|"37"|"2024-08-04T21:21:00.0935320Z"
"TUR"|"Türkiye"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TUR.png"|"0"|"1"|"1"|"2"|"49"|"37"|"2024-08-04T21:21:00.0935320Z"
"ARM"|"Armênia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ARM.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T21:21:00.0935320Z"
"DEN"|"Dinamarca"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DEN.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T21:21:00.0935320Z"
"ETH"|"Etiópia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ETH.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T21:21:00.0935320Z"
"FIJ"|"Fiji"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FIJ.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T21:21:00.0935320Z"
"MGL"|"Mongólia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MGL.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T21:21:00.0935320Z"
"TUN"|"Tunísia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TUN.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T21:21:00.0935320Z"
"IND"|"Índia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IND.png"|"0"|"0"|"3"|"3"|"57"|"30"|"2024-08-04T21:21:00.0935320Z"
"TJK"|"Tajiquistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TJK.png"|"0"|"0"|"3"|"3"|"57"|"30"|"2024-08-04T21:21:00.0935320Z"
"DOM"|"República Dominicana"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DOM.png"|"0"|"0"|"2"|"2"|"59"|"37"|"2024-08-04T21:21:00.0935320Z"
"MDA"|"Moldova"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MDA.png"|"0"|"0"|"2"|"2"|"59"|"37"|"2024-08-04T21:21:00.0935320Z"
"AUT"|"Áustria"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AUT.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T21:21:00.0935320Z"
"CPV"|"Cabo Verde"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CPV.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T21:21:00.0935320Z"
"CUB"|"Cuba"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CUB.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T21:21:00.0935320Z"
"EGY"|"Egito"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/EGY.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T21:21:00.0935320Z"
"SVK"|"Eslováquia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SVK.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T21:21:00.0935320Z"
"GRN"|"Granada"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GRN.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T21:21:00.0935320Z"
"INA"|"Indonésia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/INA.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T21:21:00.0935320Z"
"LTU"|"Lituânia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LTU.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T21:21:00.0935320Z"
"MAS"|"Malásia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAS.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T21:21:00.0935320Z"
"POR"|"Portugal"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/POR.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T21:21:00.0935320Z"
"AFG"|"Afeganistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AFG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"ALB"|"Albânia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ALB.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"AND"|"Andorra"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AND.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"ANG"|"Angola"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ANG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"ANT"|"Antígua e Barbuda"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ANT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"KSA"|"Arábia Saudita"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KSA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"ARU"|"Aruba"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ARU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BAH"|"Bahamas"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BAH.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BRN"|"Bahrein"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BRN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BAN"|"Bangladesh"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BAR"|"Barbados"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BAR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BIZ"|"Belize"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BIZ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BEN"|"Benim"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BEN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BER"|"Bermudas"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BER.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BOL"|"Bolívia"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BOL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BIH"|"Bósnia e Herzegovina"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BIH.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BOT"|"Botswana"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BOT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BRU"|"Brunei Darussalam"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BRU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BUL"|"Bulgária"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BUL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BUR"|"Burkina Faso"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BUR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BDI"|"Burundi"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BDI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"BHU"|"Butão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BHU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"CMR"|"Camarões"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CMR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"CAM"|"Camboja"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"QAT"|"Catar"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/QAT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"CHA"|"Chade"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CHA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"CYP"|"Chipre"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CYP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"COL"|"Colômbia"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/COL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"COM"|"Comores"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/COM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"CGO"|"Congo"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CGO.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"COK"|"Ilhas Cook"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/COK.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"CRC"|"Costa Rica"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CRC.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"CIV"|"Côte d'Ivoire"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CIV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"DJI"|"Djibuti"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DJI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"ESA"|"El Salvador"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ESA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"UAE"|"Emir. Árabes Unidos"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/UAE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"ERI"|"Eritreia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ERI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"EST"|"Estônia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/EST.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"FIN"|"Finlândia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FIN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"GAB"|"Gabão"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GAB.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"GAM"|"Gâmbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"GHA"|"Gana"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GHA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"GUM"|"Guam"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GUM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"GUY"|"Guiana"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GUY.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"GUI"|"Guiné"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GUI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"GEQ"|"Guiné Equatorial"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GEQ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"GBS"|"Guiné-Bissau"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GBS.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"HAI"|"Haiti"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/HAI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"HON"|"Honduras"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/HON.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"YEM"|"Iêmen"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/YEM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"CAY"|"Ilhas Cayman"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CAY.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"MHL"|"Ilhas Marshall"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MHL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"MRI"|"Ilhas Maurício"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MRI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"SOL"|"Ilhas Salomão"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SOL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"IVB"|"Ilhas Virgens Brit."|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IVB.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"ISV"|"Ilhas Virgens EUA"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ISV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"IRI"|"Repúb. Islâmica Irã"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IRI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"IRQ"|"Iraque"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IRQ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"ISL"|"Islândia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ISL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"JOR"|"Jordânia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/JOR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"KEN"|"Quênia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KEN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"KGZ"|"Quirguistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KGZ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"KIR"|"Kiribati"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KIR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"KUW"|"Kuwait"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KUW.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"LAO"|"Laos"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LAO.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"LAT"|"Letônia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LAT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"LBN"|"Líbano"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"LBR"|"Libéria"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"LBA"|"Líbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"LIE"|"Liechtenstein"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LIE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"LUX"|"Luxemburgo"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LUX.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"MAD"|"Madagascar"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"MAW"|"Malawi"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAW.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"MDV"|"Maldivas"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MDV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"MLI"|"Mali"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MLI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"MLT"|"Malta"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MLT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"MAR"|"Marrocos"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"MTN"|"Mauritânia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MTN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"FSM"|"Micronésia"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FSM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
"MON"|"Mônaco"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MON.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T21:21:00.0935320Z"
